Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Hang Time (secs),Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Player 12,Player 13,Player 14,Player 15,Player 16,Player 17,Player 18,Player 19,Player 20,Player 21,Player 22,Player 23,Player 24,Player 25,Player 26,Player 27
2014-05-17 17:10,Bell Crack,SHUYAMOUF,7,O,1,0,Offense,Goal,Beta,Satell,,,Beta,Sara,Raha,Jessie,Miggs,Trey,Satell,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,109,D,2,0,Defense,PullOb,,,Grin,,Grin,Harrison,Gabe,Lexa,Dre,Forbes,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,109,D,2,0,Defense,Throwaway,,,Anonymous,,Grin,Harrison,Gabe,Lexa,Dre,Forbes,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,109,D,2,0,Offense,Goal,Grin,Lexa,,,Grin,Harrison,Gabe,Lexa,Dre,Forbes,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Defense,Pull,,,Ben P,4.699,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Defense,Throwaway,,,Anonymous,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Offense,Catch,Ben J,Ben P,,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Offense,Catch,Ben P,Lexa,,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Offense,Catch,Lexa,Ben P,,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Offense,Catch,Ben P,Melanie,,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Offense,Catch,Melanie,Bulb,,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,101,D,3,0,Offense,Goal,Bulb,Kelly,,,Bulb,Panna,Ben J,Lexa,Ben P,Melanie,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,53,D,3,1,Defense,PullOb,,,Harrison,,Stng,Katie,Harrison,Gabe,Garrett,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,53,D,3,1,Defense,Goal,,,Anonymous,,Stng,Katie,Harrison,Gabe,Garrett,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,124,O,3,2,Offense,Throwaway,Satell,Anonymous,,,Stng,Sara,Raha,Devlin,Miggs,Trey,Satell,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,124,O,3,2,Defense,Goal,,,Anonymous,,Stng,Sara,Raha,Devlin,Miggs,Trey,Satell,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,7,O,4,2,Offense,Goal,Trey,Satell,,,Beta,Raha,Devlin,Jessie,Miggs,Trey,Satell,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,60,D,5,2,Defense,Pull,,,Grin,6.283,Panna,Grin,Katie,Lexa,Dre,Forbes,Garrett,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,60,D,5,2,Defense,D,,,Panna,,Panna,Grin,Katie,Lexa,Dre,Forbes,Garrett,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,60,D,5,2,Offense,Goal,Katie,Garrett,,,Panna,Grin,Katie,Lexa,Dre,Forbes,Garrett,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Defense,Pull,,,Harrison,5.549,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Defense,D,,,Bulb,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Bulb,Kelly,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Kelly,Ben P,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Ben P,Kelly,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Kelly,Bulb,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Bulb,Kelly,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Kelly,Ben P,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Ben P,Ben J,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Ben J,Melanie,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Melanie,Anna,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Throwaway,Anna,Anonymous,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Defense,D,,,Bulb,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Bulb,Melanie,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Melanie,Ben P,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Ben P,Ben J,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Ben J,Kelly,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Kelly,Bulb,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Bulb,Kelly,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Catch,Kelly,Bulb,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,280,D,6,2,Offense,Goal,Bulb,Harrison,,,Bulb,Harrison,Ben J,Ben P,Melanie,Kelly,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,6,D,6,3,Defense,Pull,,,Gabe,2.983,Panna,Sara,Raha,Gabe,Jessie,Forbes,Trey,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,6,D,6,3,Defense,Goal,,,Anonymous,,Panna,Sara,Raha,Gabe,Jessie,Forbes,Trey,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,58,O,6,4,Offense,Throwaway,Katie,Anonymous,,,Beta,Sara,Katie,Devlin,Ben P,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,58,O,6,4,Defense,Goal,,,Anonymous,,Beta,Sara,Katie,Devlin,Ben P,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,63,O,6,5,Offense,Catch,Bulb,Satell,,,Bulb,Stng,Raha,Jessie,Garrett,Satell,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,63,O,6,5,Offense,Catch,Satell,Stng,,,Bulb,Stng,Raha,Jessie,Garrett,Satell,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,63,O,6,5,Offense,Throwaway,Stng,Anonymous,,,Bulb,Stng,Raha,Jessie,Garrett,Satell,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,63,O,6,5,Defense,Goal,,,Anonymous,,Bulb,Stng,Raha,Jessie,Garrett,Satell,Anna,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,29,O,6,6,Offense,Drop,Miggs,Melanie,,,Beta,Raha,Harrison,Devlin,Miggs,Melanie,Garrett,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,29,O,6,6,Defense,Goal,,,Anonymous,,Beta,Raha,Harrison,Devlin,Miggs,Melanie,Garrett,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,93,O,6,7,Offense,Throwaway,Grin,Anonymous,,,Grin,Stng,Sara,Katie,Gabe,Ben P,Dre,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,93,O,6,7,Defense,Throwaway,,,Anonymous,,Grin,Stng,Sara,Katie,Gabe,Ben P,Dre,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,93,O,6,7,Offense,Drop,Gabe,Grin,,,Grin,Stng,Sara,Katie,Gabe,Ben P,Dre,,,,,,,,,,,,,,,,,,,,,
2014-05-17 17:10,Bell Crack,SHUYAMOUF,93,O,6,7,Defense,Goal,,,Anonymous,,Grin,Stng,Sara,Katie,Gabe,Ben P,Dre,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,69,D,0,1,Defense,Pull,,,Ben P,6.052,Diana,Bill,Raha,Lexa,Ben P,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,69,D,0,1,Defense,Goal,,,Anonymous,,Diana,Bill,Raha,Lexa,Ben P,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Catch,Sara,Owen,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Catch,Owen,Miggs,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Catch,Miggs,Owen,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Catch,Owen,Dre,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Catch,Dre,Miggs,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Catch,Miggs,Grin,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,49,O,1,1,Offense,Goal,Grin,Owen,,,Grin,Sara,Raha,Owen,Dre,Jessie,Miggs,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Defense,Pull,,,Gabe,3.98,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Defense,Throwaway,,,Anonymous,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Gabe,Kelly,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Kelly,Gabe,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Gabe,Panna,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Panna,Gabe,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Gabe,Diana,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Diana,Kelly,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Kelly,Panna,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Panna,Kelly,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Kelly,Papa,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Papa,Melanie,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Catch,Melanie,Papa,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,174,D,2,1,Offense,Goal,Papa,Gabe,,,Panna,Diana,Gabe,Lexa,Melanie,Papa,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,62,D,2,2,Defense,Pull,,,Alex,2.695,Bill,Raha,Zumba,Dre,Jessie,Alex,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,62,D,2,2,Defense,Goal,,,Anonymous,,Bill,Raha,Zumba,Dre,Jessie,Alex,Kelly,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Sara,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Sara,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Sara,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Sara,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Sara,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Sara,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Glazer,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Glazer,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Throwaway,Miggs,Anonymous,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Defense,Throwaway,,,Anonymous,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Sara,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Sara,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Trey,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Drop,Trey,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Defense,Throwaway,,,Anonymous,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Sara,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Sara,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Glazer,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Glazer,Devlin,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Devlin,Sara,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Sara,Raha,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Raha,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Miggs,Owen,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Catch,Owen,Miggs,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Offense,Throwaway,Miggs,Anonymous,,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,375,O,2,3,Defense,Goal,,,Anonymous,,Sara,Raha,Glazer,Devlin,Owen,Miggs,Trey,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Diana,Melanie,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Melanie,Diana,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Diana,Grin,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Grin,Charlie,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Charlie,Grin,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Grin,Papa,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Papa,Grin,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Grin,Melanie,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Melanie,Grin,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Grin,Diana,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
2014-07-03 13:29,US Open,Union,102,O,3,3,Offense,Catch,Diana,Melanie,,,Grin,Diana,Charlie,Lexa,Dre,Melanie,Papa,,,,,,,,,,,,,,,,,,,,,
