Date/Time,Tournamemnt,Opponent,Point Elapsed Seconds,Line,Our Score - End of Point,Their Score - End of Point,Event Type,Action,Passer,Receiver,Defender,Player 0,Player 1,Player 2,Player 3,Player 4,Player 5,Player 6,Player 7,Player 8,Player 9,Player 10,Player 11,Hang Time (secs)
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Defense,Pull,,,Panasci,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,6.325
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Defense,Throwaway,,,Anonymous,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Offense,Catch,Panasci,Ben,,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Offense,Catch,Ben,Katie,,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Offense,Throwaway,Katie,Anonymous,,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Defense,D,,,Ben,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,77,D,1,0,Offense,Goal,Ben,Charles,,Weeks,Ben,Katie,BenJ,Panasci,Jessie,Charles,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Defense,Pull,,,Zumba,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,5.876
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Defense,D,,,Tommy,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Butter,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Zumba,Dre,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Dre,Maddie,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Maddie,Tommy,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Tommy,Butter,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Butter,Dre,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Dre,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Zumba,Dre,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Dre,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Zumba,Butter,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Butter,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Drop,Zumba,Maddie,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Defense,Throwaway,,,Anonymous,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Butter,Bill,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Bill,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Zumba,Butter,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Butter,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Zumba,Bill,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Catch,Bill,Zumba,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,171,D,2,0,Offense,Goal,Zumba,Dre,,Diana,Bill,Tommy,Butter,Maddie,Zumba,Dre,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,335,D,2,1,Defense,PullOb,,,Grin,Bulb,Grin,Katie,Devlin,Jill,Satell,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,335,D,2,1,Defense,D,,,Jill,Bulb,Grin,Katie,Devlin,Jill,Satell,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,335,D,2,1,Offense,Catch,Satell,Jill,,Bulb,Grin,Katie,Devlin,Jill,Satell,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,335,D,2,1,Offense,Catch,Jill,Bulb,,Bulb,Grin,Katie,Devlin,Jill,Satell,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,335,D,2,1,Offense,Drop,Bulb,Devlin,,Bulb,Grin,Katie,Devlin,Jill,Satell,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,335,D,2,1,Defense,Goal,,,Anonymous,Bulb,Grin,Katie,Devlin,Jill,Satell,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,22,O,3,1,Offense,Catch,Wheez,Jeff,,Raha,Ben,Mel,Wheez,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,22,O,3,1,Offense,Catch,Jeff,Ben,,Raha,Ben,Mel,Wheez,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,22,O,3,1,Offense,Catch,Ben,Wheez,,Raha,Ben,Mel,Wheez,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,22,O,3,1,Offense,Goal,Wheez,Jeff,,Raha,Ben,Mel,Wheez,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,4,1,Defense,PullOb,,,Wheez,Bill,Raha,Mel,Wheez,BenJ,Jessie,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,4,1,Defense,D,,,Jessie,Bill,Raha,Mel,Wheez,BenJ,Jessie,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,4,1,Offense,Catch,Bill,Mel,,Bill,Raha,Mel,Wheez,BenJ,Jessie,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,4,1,Offense,Catch,Mel,Wheez,,Bill,Raha,Mel,Wheez,BenJ,Jessie,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,4,1,Offense,Catch,Wheez,BenJ,,Bill,Raha,Mel,Wheez,BenJ,Jessie,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,4,1,Offense,Goal,BenJ,Bill,,Bill,Raha,Mel,Wheez,BenJ,Jessie,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,52,D,4,2,Defense,Pull,,,Charles,Diana,Devlin,Zumba,Nico,Charles,Stacy,Jeff,,,,,,5.792
2013-05-18 12:03,Bell Crack,Darkwing,52,D,4,2,Defense,Goal,,,Anonymous,Diana,Devlin,Zumba,Nico,Charles,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Panasci,Bulb,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Bulb,Weeks,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Weeks,BenJ,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,BenJ,Bulb,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Bulb,Panasci,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Panasci,Bulb,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Bulb,Katie,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Catch,Katie,Panasci,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,65,O,5,2,Offense,Goal,Panasci,Bulb,,Bulb,Weeks,Katie,Nico,Dre,BenJ,Panasci,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,6,2,Defense,Pull,,,Alex,Grin,Diana,Tommy,Maddie,Jill,Alex,Satell,,,,,,5.576
2013-05-18 12:03,Bell Crack,Darkwing,78,D,6,2,Defense,D,,,Grin,Grin,Diana,Tommy,Maddie,Jill,Alex,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,6,2,Offense,Catch,Satell,Tommy,,Grin,Diana,Tommy,Maddie,Jill,Alex,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,6,2,Offense,Catch,Tommy,Jill,,Grin,Diana,Tommy,Maddie,Jill,Alex,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,78,D,6,2,Offense,Goal,Jill,Maddie,,Grin,Diana,Tommy,Maddie,Jill,Alex,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Defense,Pull,,,Charles,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,2.863
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Defense,Throwaway,,,Anonymous,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Catch,Ben,BenJ,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Catch,BenJ,Ben,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Catch,Ben,BenJ,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Catch,BenJ,Butter,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Catch,Butter,Maddie,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Catch,Maddie,Weeks,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,63,D,7,2,Offense,Goal,Weeks,BenJ,,Weeks,Ben,Butter,Maddie,BenJ,Charles,Stacy,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Nico,Wheez,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Wheez,Bulb,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Bulb,Mel,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Mel,Jessie,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Jessie,Stacy,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Stacy,Nico,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Catch,Nico,Bulb,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,49,O,8,2,Offense,Goal,Bulb,Jeff,,Bulb,Mel,Wheez,Nico,Jessie,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Defense,Pull,,,Alex,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,5.077
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Defense,Throwaway,,,Anonymous,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Alex,Katie,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Katie,Zumba,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Zumba,Katie,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Katie,Alex,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Alex,Katie,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Katie,Diana,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Diana,Zumba,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Catch,Zumba,Alex,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,119,D,9,2,Offense,Goal,Alex,Weeks,,Diana,Katie,Zumba,BenJ,Charles,Alex,Kelly,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,247,D,10,2,Defense,Pull,,,Ben,Bill,Tommy,Raha,Ben,Maddie,Panasci,Jill,,,,,,4.853
2013-05-18 12:03,Bell Crack,Darkwing,247,D,10,2,Defense,D,,,Raha,Bill,Tommy,Raha,Ben,Maddie,Panasci,Jill,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,247,D,10,2,Offense,Catch,Raha,Tommy,,Bill,Tommy,Raha,Ben,Maddie,Panasci,Jill,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,247,D,10,2,Offense,Goal,Tommy,Maddie,,Bill,Tommy,Raha,Ben,Maddie,Panasci,Jill,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,30,D,11,2,Defense,Pull,,,Grin,Grin,Katie,Devlin,Nico,Dre,Jesse,Satell,,,,,,5.232
2013-05-18 12:03,Bell Crack,Darkwing,30,D,11,2,Defense,D,,,Jesse,Grin,Katie,Devlin,Nico,Dre,Jesse,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,30,D,11,2,Offense,Catch,Jesse,Grin,,Grin,Katie,Devlin,Nico,Dre,Jesse,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,30,D,11,2,Offense,Catch,Grin,Katie,,Grin,Katie,Devlin,Nico,Dre,Jesse,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,30,D,11,2,Offense,Goal,Katie,Grin,,Grin,Katie,Devlin,Nico,Dre,Jesse,Satell,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Defense,Pull,,,Charles,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,3.876
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Defense,Throwaway,,,Anonymous,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,Ben,BenJ,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,BenJ,Charles,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,Charles,Ben,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Throwaway,Ben,Anonymous,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Defense,Throwaway,,,Anonymous,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,Dre,Katie,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,Katie,Ben,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,Ben,Katie,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Catch,Katie,Dre,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,181,D,12,2,Offense,Goal,Dre,Charles,,Ben,Katie,Devlin,Dre,BenJ,Charles,Jesse,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Defense,Pull,,,Wheez,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,6.62
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Defense,Throwaway,,,Anonymous,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Stacy,Mel,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Mel,Jeff,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jeff,Jesse,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jesse,Zumba,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Zumba,Wheez,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Throwaway,Wheez,Anonymous,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Defense,Throwaway,,,Anonymous,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Stacy,Jessie,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jessie,Jeff,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jeff,Wheez,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Drop,Wheez,Jesse,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Defense,Throwaway,,,Anonymous,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jessie,Jeff,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Throwaway,Jeff,Anonymous,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Defense,D,,,Jeff,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Wheez,Jessie,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jessie,Wheez,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Throwaway,Wheez,Anonymous,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Defense,D,,,Jeff,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jeff,Jessie,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jessie,Zumba,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Zumba,Jeff,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Catch,Jeff,Zumba,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 12:03,Bell Crack,Darkwing,309,D,13,2,Offense,Goal,Zumba,Jeff,,Mel,Wheez,Zumba,Jessie,Jesse,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Ben,Katie,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Katie,Panasci,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Anonymous,Katie,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Katie,Jeff,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Jeff,Panasci,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Panasci,Ben,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Ben,Katie,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Katie,Jessie,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Jessie,Ben,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Catch,Ben,Jeff,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,74,O,1,0,Offense,Goal,Jeff,Tommy,,Tommy,Ben,Katie,Panasci,Jessie,Stacy,Jeff,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Defense,Pull,,,Wheez,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,2.967
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Defense,D,,,Satell,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Catch,Satell,Katie,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Catch,Katie,Satell,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Catch,Satell,Jessie,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Catch,Jessie,Satell,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Catch,Satell,Katie,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Catch,Katie,Zumba,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Offense,Throwaway,Zumba,Anonymous,,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,149,D,1,1,Defense,Goal,,,Anonymous,Katie,Wheez,Zumba,Jessie,Charles,Stacy,Satell,,,,,,
2013-05-18 10:30,Bell Crack,Union,116,O,1,2,Offense,Catch,Bill,Bulb,,Bulb,Grin,Diana,Bill,Weeks,Raha,Jesse,,,,,,
